2014-04-10 07:06:47,627 [12] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:58,944 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,005 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,007 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,007 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,091 [6] INFO  Umbraco.Core.ApplicationContext - [Thread 7] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:09:59,092 [6] WARN  Umbraco.Web.UmbracoModule - [Thread 7] Umbraco is not configured
2014-04-10 07:16:11,351 [6] INFO  Umbraco.Core.DatabaseContext - [Thread 18] Configured a new ConnectionString using the 'System.Data.SqlClient' provider.
2014-04-10 07:16:11,731 [6] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 13] Application shutdown. Reason: ConfigurationChange
2014-04-10 07:16:12,476 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Determining hash of code files on disk
2014-04-10 07:16:12,483 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Hash determined (took 4ms)
2014-04-10 07:16:12,487 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2014-04-10 07:16:12,593 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 16 (took 105ms)
2014-04-10 07:16:12,602 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2014-04-10 07:16:12,605 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
2014-04-10 07:16:12,606 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2014-04-10 07:16:12,608 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
2014-04-10 07:16:12,609 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2014-04-10 07:16:12,611 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 3 (took 2ms)
2014-04-10 07:16:12,613 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2014-04-10 07:16:12,616 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 2ms)
2014-04-10 07:16:12,616 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2014-04-10 07:16:12,619 [21] INFO  Umbraco.Core.PluginManager - [Thread 33] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 2ms)
2014-04-10 07:16:12,636 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,636 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,637 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
2014-04-10 07:16:12,639 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 33] CurrentVersion different from configStatus: '6.1.6',''
